comments,sentiment
Trước giờ vẫn dùng ip thôi 😊,2
từ khi dùng color OS thì mấy cái hệ điều hành khác bye luôn . mấy ông ss được 3 ngày sọc màn . dùng đt mà cứ phải lo sợ thì thôi 😅,0
So x9pro vs x300pro đi a,2
"Cho hỏi xem netflix trên 2 con máy này thì con nào đẹp hơn, sáng hơn ạ",2
"Năm nay nhảy wa nhảy lại mấy con tàu, giờ vẫn chọn s25u làm máy chính mấy tháng nay.",1
sao cái nền trắng của ss con nào cũng vàng khè vậy,0
"Tầm fls như s25u hay x9pro thì có chọn con nào cũng thừa để dùng rồi, tầm này nên xét về giá chứ up cái tấm ảnh lên fb hay zalo méo ai nhận ra được độ nét giữa 2 máy đâu, trừ khi cầm 2 tấm ảnh từ 2 con để canh nhau, nhưng nó cũng chẳng quan trọng, tầm này nói về giá thì rõ ràng s25u ăn đứt rồi, đến 80% người dùng méo dùng hết hiệu nặng của máy, dùng hằng ngày rõ ràng s25u nó làm tốt hơn rất nhiều so với x9pro",0
"Kèo này x9 pro win rồi 
Phải S26 ultra so mới ok",2
"Cái không gian tinh thần hay đó chứ 
Giống kiểu ghi chú nhanh đủ thể loại  vậy",2
"tôi chọn 25ult, dùng sướng vcl",2
Nhiều người cứ hay thắc mắc là tại sao SS không nâng dung lượng pin thì chắc các bác vẫn nhớ vụ cháy pin Note 7 năm nào? Đồng ý là có silicon cacbon nhưng chắc phải sau S26 Series thì may ra là thay đổi,0
"Dm cay ở chỗ flagship tàu cam tàu ngầm siêu bự của tụi nó là cảm biến Samsung sản xuất HP5, HP9, HPB, mà Sam méo trang bị trên flagship của minh.",0
"Mình đang ở Trung Quốc du học, mình muốn mua máy mạnh về camera, hệ điều hành tối ưu tốt, hình ảnh đẹp, game nhẹ . Cho mình hỏi tầm giá loanh quanh 15tr thì mua con nào ạ",1
Quay video oppo ko có cửa nha..đừng nghe ông này nói 😊,2
"Tui vẫn sài S25Ultra đây,cư mà tức tiết mỗi cái là con này nó ko có bluetooth trên cây bút sp.....thế mới bực chứ😅...trừ cái đó ra thì tất cả sài quá ổn,phải nói là ngon nếu kg bị mất bluetooth trên cây bút",2
"Sao cảm giác s25ul nút nguồn hành trình bấm và tiếng clicky không bằng 2 nút âm lượng phải không mọi người, hay mỗi mình bị",1
nhìn xịn hơn ip,2
Chờ s26 ultra pin 6500mah sẽ mua Sài Tết này,2
Tôi chọn Samsung,2
*_Vẫn dùng S25 Ultra_*,2
"Mới bán S25 ultra dùng hồi tháng 2  mua oppo find x9 nói chung ngon cũng k hối hận lắm , nhanh mượt , cam ổn",2
"Samsung :
- Làm việc 80%
- Giải trí : 20%
Oppo
- Làm việc : 30%
- Giải trí : 70%",2
Mua OPPO Find X9 và Find X9 Pro chính hãng: https://www.thegioididong.com/dtdd/oppo-find-x9-16gb-512gb?utm_source=youtube&utm_medium=vvs-binhluan-ytvvs&utm_campaign=media-VVS-251029191033743&utm_content=media-VVS-camnhanveoppofindx9v-251029191033743,1
Bỏ chữ H ở đèn flash trên oppo find x9 thì mua luôn😢,2
Loa con x9 nghe đã tốt hơn x8 chưa mn. Đợt ra X8 mua trải nghiệm mà thất vọng duy nhất về loa,0
"Dòng OPPO series 9 rất xuất sắc, mọi option đều hoàn hảo  và cụm camera nhìn rất hay và gọn gàng",2
tính năng AI so với xiaomi thì sao nhỉ,1
Xách tay có hiện nổi bong bóng chát k nhỉ,1
"Cách để ẩn tên ứng dụng trên oppo ColorOS mới là: Cài đặt -> Màn hình khoá, màn hình chính và kiểu -> Cài đặt màn hình chính -> Bố cục Màn hình chính -> Ẩn tên biểu tượng",2
Rung với loa ko biết thế nào? Chứ fine x8 cùi vcđ,0
Hàng xt rẻ hơn nhiều không ae,2
Mik ngoài TGDĐ find x 9 256 .22990 sao thấy bán 18500 nhỉ,1
x9 với x9pro chỉnh khác pin với màn hình nhỏ hơn thôi hả mọi người,1
Mình thì lại thích cụm cam vuông này hơn ❤,2
Màn hình còn bị chóng mặt k ad?,1
"Nhìn n giống dòng reno, cảm nhận riêng thấy còn k đẹp bằng dòng 8,8p,8u.  Mà chip dimen là đã k thích r. Snap thì ok",0
Nhìn cứ thấy phèn như mấy con 4-5tr. Chưa nói đến từ cái tên oppo đã nhái nghe giống apple,0
"Chúng nó bắn tên lửa như bắn pháo hoa Tết, đùng đùng. ��",0
Màu đen đẹp hơn,2
"thiết kế này quá đẹp, theo hướng thiết kế ổn định như ss hay ip, khá hay",2
"Mình cũng mới vừa mới mua X9 pro, mình kg care về thương hiệu, mình thích chụp ảnh, máy nào chụp đẹp thì mình mua thôi",1
"Cam quá xấu, chưa tạo được thị trường và giá trị thương hiệu, tuột giá nhanh mà ngáo giá.",0
hay,2
"mih thấy form thiết kế của x8 và x9 đi theo kiểu khdc ấn tượng như x7 nhma nhìn lâu dễ thấy đẹp và tinh tế nhất ở x9, x9 đem lại cảm giác cầm nắm tốt hơn x8, thiết kế nhìn lâu dần sẽ thấy đẹp như đời x8",2
Màn hình cong vỡ cái màn hình thì ốm luôn,0
"oppo tính bán con find x9 thôi , con pro rõ ràng không hơn nhiều, thì con 9x thường quá đủ",0
"Có mấy cảnh lướt tin tức, lướt đi lướt lại tin iP17pm đổi màu. Ko bít có ý đồ gì đây, như xéo đi xéo lại nỗi đau của ifan á 🥲",0
Riêng t có lối đi riêng S24 Ultra,2
Ốp po mầu Rất đẹp và bên,2
"Mình thấy màn 6,5” là cầm vừa vặn tay nhất không quá nhỏ củng đủ lớn để dùng không bị cấn tay🎉",2
"Người nói là Mêga Pích Seo, người lại nói Pích Sồ. Như nào mới là chuẩn đây?",0
Tần số lấy mẫu cảm ứng của fine x9 pro là bao nhiêu ạ,1
Lên mạng toàn thấy bọn nhân viên oppo spam khắp nơi khen máy. Hài,0
"sao nó k làm cụm cam cân đối nhỉ, tiếc ghê",1
chip mạnh thế này thì dùng 3 4 năm vẫn ok nhé mn,2
Đang xem bằng S25U. Cũng đáng gờm đấy :)))),2
"tô đen cụm cam thì đẹp, nhìn lỗ lỗ ghê quá",0
ngon,2
pubg đc120hz vậy liên quân có 120hz ko,1
Bản tiêu chuẩn 204g nó nặng lắm ko mọi ngưởi? Mình sợ cầm đt nặng dữ lắm rồi.,0
Định mua bên trung thấy rẻ hơn tận 6tr không biết có nên mua không ạ,1
"Có thể đây là chiếc điện thoại flagship toàn diện nhất năm nay.
Thiết kế cụm cam như vậy sẽ đồng bộ tổng thể nhưng mình thấy xấu. Đeo ốp nhìn đỡ xấu hơn. Mình nghĩ chỉ cần cắt vát như Xiaomi thì trông mềm mại và đẹp hơn nhiều.
Mình thích bản thường vì nhỏ gọn hơn. Xu thế cứ thiết kế đt to lên như này dần dần ra đường là phải lăm lăm cái túi xách, k rời được.
Màu sắc ảnh hơi ám vàng bản thường trông có chiều sâu hơn khi chụp người, trông không ghê như iPhone nhưng tổng thể chụp sẽ bị sai màu. Còn bản pro cân bằng trắng tốt mà lại to quá -.-",0
"em đang cần livestream tiktok nhiều , đang nghiên cứu androi pin khoẻ camera đẹp",1
"Đang dùng 17prm mà chán quá , cảm thấy khá thất vọng",0
"Đẹp hơn iPhone :)) 
tôi xài Pixel với Samsung nhé, nên đừng bảo Tàu con :))",2
Mong Ad sớm làm bài so sánh camera với ip17prm và s25 ultra,2
Mk chạy ship lên khoái nhất khoản pin 7 nghìn thì dùng cả ngày ko hết quá đáng đồng tiền để nâng cấp,2
"cụm cam thiết kế xấu vãi,, nhìn con oneplus đẹp hẳn",2
Pin cao quá chơi 2 ngày mới sạc thì mệt lắm,0
Giá như giữ lại cụm camera như năm trước thì đẹp quá,2
Finx 8 mình dùng 1 năm rồi. Vẫn rất nhanh.,2
Dùng thực tế vẫn thua Ip Ss thôi,0
"Vivo,oppo về chính hãng sớm,con xioami 17 mãi chưa về,mà về thì chắc bị vivo,oppo chiếm.mớ thị phần, rồi lúc đó độ hot mi17 sẽ giảm,giờ còn giảm dần rồi",0
Từ iphone chuyển sang samsung  rồi lại sang iphone xong rồi l chuyển  Sang oppo. Cuối cùng dùng cả 3 hãng 😂😂😂,2
"33tr ,,",1
"S25u 21 củ, còn nhiều hơn thì mua luôn iphone 17 pro max để ngta biết mình xài đt xịn. Chứ bỏ nhiều tiền mà đt nhìn na ná nhau ko nhận diện được hàng cao cấp thì mua làm j. Hihi",0
Sao về chính hãng lại là pin Lipo rồi😢,2
Ngáo giá. Bán giá đó thì chơi mình đi.,0
Vậy là gần như loài người đã từ chối màn cong tiến bộ của nhân loại hả anh em ?,1
Có bản mini không nhỉ?,1
Em chọn ngắm qua Youtube ạ,2
Giá..,1
Camera oppo năm nay quá đỉnh.nét mà ko bệt như vivo,2
Oppo có gói bảo hành rơi vỡ như SS Care + ko mọi người ?,1
Ngày tàn của ip đang đến gần nếu không chịu thay đổi,2
X9 pro cũng có màu đỏ nhé mấy con gà biết gì,0
"Điện thoại tàu thật ra bị ảnh hưởng bởi tâm lý bài xích Trung Quốc cũng như ác cảm ăn sâu hàng tàu là hàng dởm hàng nhái. Nếu khách quan mà nói, công nghệ Trung Quốc giờ đã rất vượt trội từ những gì mà họ show ra. Tuy nhiên một điểm yếu chí tử mà Trung Quốc không biết có nhận ra không, đó chính là sự phân hóa, quá nhiều hãng, quá nhiều dòng, quá nhiều loại công nghệ làm mất đi tính bản sắc và sự nhất quán trong hệ sinh thái - Điều mà Mỹ hay Hàn đang làm rất tốt! Điện thoại bây giờ không chỉ là nghe gọi, nó là một phần trong bộ công cụ người dùng, vậy nên Iphone và Samsung vẫn là lựa chọn tối ưu thôi, trừ khi bạn muốn trải nghiệm một công nghệ mới gì đó. Nhưng mà ""trải nghiệm"" rồi cũng chán, cuối cùng vẫn là ""công năng"" thôi.",2
không biết Rung có cái tiến không. x8 đút túi quần đùi làm việc nhà. mẹ miss cuộc gọi liên tục,2
Năm nay Find X9 series thiết kế mặt sau camera đẹp quá 😊 còn Find X8 series quả cam hình tròn nhìn xấu và dị quá 😮,2
cho cái con hà thiên lộn trên hình nền mất thiện cảm vl. :)),2
10:34 nhìn phóng to như lông zái thế 😂😂😂,2
x9 lại ko có ltpo ak,0
Nhìn cái màn hình nó cứ dài dài kiểu gì ý. Chiều daibthif dài quá. Ngang thì lại hơi ngắn.,0
"thế x300 vs x300pro sẽ là 19 tr ,29tr",2
mình mua về để chạy ship🥶,2
Tưởng tặng quà là bộ kit chụp hình chứ ai dè tằng nấy cái đâu đâu,0
Hãng lỏ duy nhất làm flagship gắn màn éo có LTPO rác rưởi vl 😂,0
"32tr cho 1 con oppo thì khó r, đu gì apple vẫn có tiếng tâm hơn trong giới 3x tr",2
Find x9 quá ngon,2
Ẩn tên ứng dụng trong đổi icon ngay đó luôn mà. 😅,2
S25u 19x săn shopee,2
"Mình fan Sam mà nhìn cũng mê thật, đợi giá ổn thì trải nghiệm, xem đánh giá mà muốn cầm ngay và luôn thật😢",2
10:35 s nhin x9p k nét = nhỉ,2
32tr cho thằng china..riêng tôi k xứng 😊😊😊,0
Tính đợi ra mua mà nghi giá 3x thấy v hốt luôn S25U,1
Đag dùng k13 turbo pro. 😅. Kết quả pin. Chạy đc dùng đt mở map nhiều mà có quạt quá bá😂,2
Giá chính hãng mà gim 33 triệu thì ko biết ở Vn bán cho ai? Tầm giá đấy cực khó cho oppo. Trên 30 mà máy thanh chắc chỉ ip nó bán chạy thôi,0
Oppo năm nay đúng kiểu vượt trội so với samsung,2
9 thường ko có LTPO phải ko ae nhỉ,1
33tr thôi quay xe đợi giảm giá,1
"Chính ra hàng chính hãng ss lại là hãng rẻ nhất. Đợt s25u ra mắt săn sale có 24tr, mi15u thì cỡ 25. Chịu oppo vs vivo thật. Dưới 30 còn đk chứ trên 30 thì ảo quá",2
Đào tóc như lông l,0
Em chọn Galaxy 25 Ultra giá 2x nhỏ 😂😂😂,2
N có hơn xiaomi 15 nhiều k mn,2
E có nói quá ko dương,2
opo chưa thể chung mâm với iphone  được để cái giá 32t hơi ngáo thật ! bên ngoài có thể bóng bẩy chứ mổ bụng ra nhìn một đống dây dợ loàng  ngoằng chán hẳn,0
Con Fx9 ngon quá. Cầm 6.6 là quá ổn áp rồi 😅,2
Phân vân e này với honor magic 8pro,2
Ko có màu đen thì thôi nhé,0
giá mắc hơn năm ngoái 4tr :(,0
"điểm trừ to đùng là giá quá đắt, trước đây có iphone giờ có thêm vivo và oppo",0
"cái đầu..tóc xoăn, chi tiết đấy.mình nhìn cái tóc xoăn2..ảo2..! may là đầu hạn ấy ko bị hói nếu ko thì mình ko muốn xem cái đoạn đấy luôn.😎😎😎",2
"Mặt trc của con này thì đẹp ko phải bàn rồi, nhưng cụm cam thật sự làm nó nhìn ko khác gì mấy con adr tầm trung ấy =)) dù biết là phần cứng camera của nó vẫn thuộc dạng khủng long",2
Những người chơi adr lâu năm sẽ thấy xấu còn những người dùng iOS sẽ thấy đẹp vì quen kiểu cụm cam,1
Xài x8 đã quá ngon rồi. Chả lẽ năm sau lên x9 😂😂,2
"Muốn ẩn tên các icon màn hình chính bạn có thể vào cài đặt , tìm bố cục màn hình chính . Vào trong đó sẽ có mục ẩn tên biểu tượng màn hình chính và ẩn đi được nha",2
"Hy vọng các sếp xiaomi học tập oppo. Ra bản qte ko cắt giảm pin, t vẫn đang chờ đợi con mi17 🤤🤤🤤",2
Khét đấy,2
Uớc con Xiaomi 15t pro pin như con này nhỉ 😂😊,2
Thích find x9 ghê màn 6.5 gọn cầm vừa tay bởi vì mình rất thích màn 6.5 6.3 6.1 nhỏ gọn vừa phải.Hi vọng oppo sẽ ra find x9s như find x8s vừa rồi ❤,2
"đang dùng 13prm, nhìn Find X9 pro mà ham quá anh em
anh em cho hỏi Find x9 pro có dùng được apple watch k nhỉ?",1
"Find X9 Pro 32tr ế lun , giá này bản ultra may ra",0
Mấy hàng tàu.. bây giờ ép SS quá rồi...,0
Giá này mua oneplus xách tay ngon hơn nhiều room cuốc tế thông báo ngon luôn,2
Đã cọc. Chính thức bỏ iphone đã dùng từ iphone 4.,0
Oppo đang ảo giác tưởng họ iphone à 😂,2
"Tin vui là pin ko bị cắt giảm, tin buồn là giá ngang iPhone 😅",2
"OPPO vẫn chưa tìm được thiết kế riêng cho điện thoại cao cấp của hãng mỗi năm một thiết kế chua nhận diện được thương hiệu. 
Không giống samsung và iphone",0
Ko biết đến khi nào các hãng mới dừng cuộc đua về camera cho smartphone so với thời LG G2 thì chúng nó tiến hóa thật rất kinh khủng đó và giờ các hãng tập trung vào trải nghiệm tùy biến hơn về cuộc đua AI 🤣,2
"Giá này thì thôi, mua ip Samsung cho nó lành",0
Hãng làm sao mà chiều lòng được tất cả những  người tiêu dùng được mỗi người mỗi ý nếu mà mấy ông muốn cụm camera theo ý của mình tốt nhất tự làm mà sai lúc đó là khỏi chê 🤔 nếu mà ghét cụm camera thì IPhone mình ghét cay ghét đắng 😡,2
Giá này thì tôi mua iphone còn hơn,0
cho mình hỏi là sạc nhanh và sạc siêu nhanh  samsung 2 loại này khi sạc có khác gì không bạn mình sạc   nhanh và sạc siêu nhanh cho con s25 thấy 2 cái này sạc không khác gì,0
Mấy con máy này mua thì 32 củ dùng tầm 1 tháng sau bán lại 10 củ chưa chắc có người mua 😅,2
Đang có suy nghĩ app pin 7500 😅😅😅 sẽ ntn,1
"Quà 10tr nói cho oai chứ cũng như không. Giá cao mà keo thế, ko đc món quà hiện vật như loa, tai nghe nào",0
"Giá này căng à, nhường ae, đợi xiaomi thôi",2
Camera so vs vivo x300 pro thì sao nhỉ cả nhà,1
Shopee ko ăn thua. Muốn đt nóng bỏng tay và pin tụt như tụt quần thì hãy dùng momo nhé. Móa cái app củ cẹc,0
Oppa find x9 với xiaomi 17 pro cái nào ok hơn nhỉ mọi người,2
vâng 33tr cho 1 con oppo,2
Cánh tay của bạn Rương tắm không kỳ hay sao mà để đống rong ghê vậy . 😅😅,2
Chênh vs xách tay chục củ 😮. Thôi mua xách tay năm sau lên find x10 đỡ lỗ 😂,0
"Chính hãng là chắc chắn k chậm thông báo nhỉ ae ơi . 
Lâu lắm r k dùng oppo, từ 216-17 dùng Neo5 😂
Màn x9pro có vẻ sáng hơn nhỉ",2
"Bạn ss toàn diện IP 17 với Find X9 nhé, cám ơn và chúc bạn luôn may mắn !",2
"E đang dùng mi 15u ch , đang tính lên con x9 pr mà nhìn quả giá vch quá chắc đợi ngày 1 xem con x300 pr ra sao  tiện thể cho e hỏi con nào xứng đáng hơn! MN",2
"Nhìn quà năm nay toàn quà ""bảo hành"" nghe chán nhể =))",2
Chứ năm ngoái find X8 tiêu chuẩn cũng có làm màn nhỏ hơn đâu mà  nói năm nay năm kia,0
Đang dùng x8 chính hàng rất ok. Đợi năm sau X10 đổi máy làm hợp lý😊,2
Cụm camera năm nay đẹp nhất vẫn là K90 Pro Max :))),2
"find x9 được rồi, máy gọn hơn và ko quá nặng",2
"Máy xách tay thì oppo là ngon nhất rồi, bảo hành toàn cầu, có tiếng việt, thông báo ổn áp",2
Sao bên sonpixel test game thấy nóng mà shop,0
32tr...😅,2
Thông tin quan trọng cho các bạn là cả Find X8 đến tận Find X9 đều không có tính năng LTPO tần số quét dao động 1<->120Hz. Ko hiểu vì sao với tầm giá như này mà tính năng cơ bản nhất để tiết kiệm pin khi bật AOD lại không có. Nên thực tế Find X8 pin gần 6000mAh nhưng dùng thực tế thua cả mấy con máy ít pin hơn.,0
Viền mh mỏng ác,0
Giá này thì thôi,2
Cảm giác năm nay vivo để con x9 thường mới là trọng tâm doanh số tại thì trường VN,1
quả giá tht là vch,2
Giá này mua xách tay,0
"Năm nay giá trừ quà chênh giá xt có 2tr mà rom global, bảo hành 2 năm thì ok thật
Còn X300 series vẫn chênh tận gần 5 củ thì khó nha bro… Khó nha…",0
"Hóng video so sánh quay thường và quay zoom giữa Find X9 Pro với S25 Ultra quá! Mình đang dùng S25 Ultra, hay đi concert nên rất mong chờ phần này để xem có nên đổi máy không 😍",2
OK❤,2
Mua OPPO Find X9 và Find X9 Pro chính hãng: https://www.thegioididong.com/dtdd/oppo-find-x9-16gb-512gb?utm_source=youtube&utm_medium=vvs-binhluan-ytvvs&utm_campaign=media-VVS-251029191033743&utm_content=media-VVS-camnhanveoppofindx9v-251029191033743,1
Trễ thông báo. Ko có tiếng việt. (Khinh thường người Việt) bán 2tr cũng vứt,0
Con này so với ssa56 5g 9tr6 thì sao ae nhỉ ?. mình dùng con ss71 được 4 năm giờ bị sọc màng tính lên con a56 thì thấy clip này,1
Viettablet đúng 10tr tròn,2
Con 15T này có bị đơ camera khi lúc cần chụp gấp không ạ ? Em đang dùng Redmi note 14 mà lúc cần chụp gấp bật cam lên nó lag lòi @@,0
Mua mấy con xiaomi đến lúc hỏng tìm linh kiện cũng khó,2
Hôm vừa rồi phân vân con này với con ip14 .giá máy lúc đó khoảng 12tr. Cuối cùng lấy con ip14. Màn hình mở 50% độ sáng mà nhìn nó tối tối sao á. Phải mở 70% trở lên mới thấy sáng rõ,0
Con này hơn poco x7pro nhiều k a,2
Chậm thông báo thì chán rồi,0
Realme gt8 cũng 10m ko ngon hơn à  anh,0
"điên sao mua cấu hình này hơn chục tr 😂
đầu tháng áp mã xuống 9tr lun nè",2
tối ưu ram ở chỗ nào vậy a trên Iphone làm gì có đa nhiệm mà ăn ram nhiều ứng dụng để nền 1 xíu là auto đóng thì bảo sao nó ko mượt đang làm việc cho nó ẩn xuống vào ứng dụng khác 1 xíu quay lại phải làm lại từ đầu,0
Hôm 20 có 9tr4 + hoàn 200k xu nữa tính ra có 9tr2 thôi bản 512gb,0
KO NÊN LÀM GIÀU CHO TRUNG QUỐC,0
Tầm 10tr5 a dương tư vấn e con gì pin trâu hiệu năng tốt xíu vì e chạy shipper ạ😊 e cảm ơn hàng chính hãng a nhé,2
10 củ mình sẽ mua s22ultra,2
"Mình mới mua Xiaomi 15T , cầm sướng, khá mượt, pin tạm, nhưng chất màn mình chấm 7/10 . Màn to dùng 1 tay không tiện",1
Xiaomi 15T tài khoản em có 9.849.000 khi đã áp tất cả mã giảm giá 😂😂😂,2
10tr mua vivo s30 pro mini dc ko,2
so với Honor 400 thì sao ạ,1
lanh quanh 10 đồng 9 hãng  con này ngon nhất rồi chịu khó săn thì 9x,2
"Tiếc là bọn androi ko phù hợp với ng già , toàn mua iphone cho bố mẹ dùng chống rồi loạn :)",0
Máy chính hãng chậm TB ko ạ,0
Mua shopee thì bảo hành ntn vậy các bác,1
"Xiaomi màn nhờ nhờ, không đẹp như iPhone và Samsung, hôm trước em có thử ngoài Tgdd, cả mấy con Oppo Find x9 và Vivo x300 hay Xiaomi 15, không hiểu sao nữa :( Hơn nữa Xiaomi còn bị lưu âm, thoát app vẫn nghe tiếng nhạc",0
15t đợt 11.11 lúc nó xuống dưới 10tr🤣🤣🤣,2
e mua ip13 r:)),2
10tr hơn mua iphone 16e lock sim viettel xài lâu dài dc ko anh em,2
"Chào em, thương hiệu điện thoại Motorola bán lại cho Trung Quốc bây giờ ngang với các hãng điện thoại trung quốc khác hay điện thoại Motorola vẫn thương hiệu hơn ạ",1
Sài về lâu về dài tuổi gì với iPhone,2
Cho em hỏi bây giờ mua con ss s21ultra có ok k ạ,2
"Hello anh, em cần anh tư vấn cho cháu em học lớp 10 hiện đang có 25 triệu mua dùng cho mục đích sử dụng lâu dài đến đại học. Cháu thì cứ thích Vivo X200 Ultra nhưng em nghĩ hàng xách tay sẽ có rất nhiều vấn đề về thông báo như tin nhắn hoặc otp ngân hàng,... Nên em hướng nó về iPhone 16 Pro Max cũ. Nhưng cháu nó xem mấy clip tiktok nhiều thì thích chụp ảnh này kia như chụp tele macro mấy con côn trùng hoa lá này kia. Nhưng em thấy nó sẽ rất mau chán. Mong anh tư vấn cho em biết ưu nhược điểm của máy xách tay là như thế nào ạ. Em cảm ơn anh nhiều ạ❤",1
tầm giá này con nubia z60s pro cũng là đối trọng khá đấy,1
"Thực ra giá này hợp lý ,mỗi cái hình thức ngoài ko đc như xiaomi 15",1
"A Dương ơi có thể tư vấn giúp mình vs mình đang dùng Xiaomi 15T Pro mới mua đc 1 tháng, nhưng màn hình hơi to so với nhu cầu. Anh có thể làm 1 video so sánh giữa Xiaomi 15T Pro và Oppo Find x9 Pro đc ko. Muốn chuyển sang Oppo quá mà hơi cấn cấn vì giá hơi cao. Chúc anh và gia đình thật nhiều sức khỏe và ngập tràn HP .",2
"Uả về lý thuyết thì exynos 2400e mạnh hơn hẳn dimensity 8400 (ultra) nhưng do samsung bóp hiệu năng còn xiaomi bung hiệu năng nên kết quả khi chơi game thì exynos 2400e sẽ không ổn định bằng, nhưng khi sử dụng app, xử lý công việc, đa nhiệm, edit video thì exynos 2400e ăn đứt vì dù gì nó vẫn là chip flagship, gần như không bị cắt giảm gì, hỗ trợ đầy đủ tính năng",2
15t hôm qua mình xem có 9tr4 quá ngon,2
"Em chào anh , em đang dùng iphone cũng đã được 10 năm rồi mà thấy những đời mới iphone hiện giờ nó thiếu đột phá để mà chọn iphone tiếp mà lên đời, em đang phân vân 2 con máy là Xiaomi 15t và 14t pro, không biết nên chọn máy nào khi 2 con máy cx gần gần = giá tiền. Em từ iphone qua nên cũng muốn ưu tiên những con p/p tốt và giao diện dễ dùng như ios. Chúc anh nhiều sức khỏe ạ em cảm ơn.",1
14 plus cũng tầm 10tr,2
giá đó mà viền nhựa thì quá phèn,0
"Tầm 7 triệu trở xuống thì có máy nào pin ≥6000, màn hình ≥6,6 inch, hiệu năng 
 snap 7 gen...và là máy chính hãng (xách tay cũng đc, ít nhất là có tiếng Việt) ko ạ? Mong chú tư vấn",1
"10tr cho con 15t quá hời rồi, mua offline gần 15tr",2
"Mua đi bán lại mất giá, sửa chữa khó ko có linh kiện",0
Viền nhựa không thích,0
Tham khảo Laptop tại Trung Trần : https://trungtran.vn/?utm_source=Youtube&utm_medium=ytdd&utm_content=Dtyt&utm_campaign=BNMADD,1
"Quen dùng laptop thích thật mà làm đồ hoạ cày trâu thì k dùng lap đc :((, cứ phải pc",0
"Nhiều bạn hỏi máy để làm kỹ thuật mà toàn thấy tư vấn máy card dành cho game. Đảm bảo luôn thời gian đầu dùng thì lag, thời gian sau khỏi dùng luôn",0
"Trước thì ca ngợi Dell precision xách tay này nọ, giờ thì phân phối hàng chính hãng của hãng khác, không làm Dell nữa thì không thấy nhắc đến. Khuyên anh em vì công việc và chịu bỏ ra trên 30tr thì cứ Dell precision hoặc Thinkpad mà mua",0
Sao vid flop v,2
"Đợt này Dương Dê làm mấy clip review mờ nhạt quá, lượt view tuột thậm tệ",0
Ơ a Văn viện trưởng vks đây mà,2
"Em cảm ơn anh Trung đã book rất nhiều kênh để cho người dùng có thêm kiến thức và chọn được máy ưng ý rồi chốt ở shop khác ạ, bởi vì giá vẫn quyết định🤧",2
"em chào anh ạ, anh ơi em đang có một câu hỏi là: Em đang có tài chính khoảng 6m3 và đang thích iphone. Nhu cầu của em là muốn có một con máy dung lượng từ 128 GB đến 256 GB, có thể chơi game và chụp ảnh đẹp, cũng như phục vụ công việc online. Em dùng làm máy chính và cần sử dụng nhiều, em đag thích con iPhone 13 thường. Không biết con này có ổn không anh và nếu mua Android thì nên mua con máy nào ạ.Em rất cảm ơn anh trả lời câu hỏi của em. Em chúc anh một ngày thật tốt đẹp ạ!!",1
Chờ a ra video tv điện thoại mỗi ngày mà giờ chưa thấy,2
"Galaxy S25 FE : https://clickbuy.com.vn/samsung-galaxy-s25-fe.html
iPhone 14 : https://clickbuy.com.vn/iphone-14-128gb-chinh-hang-vna.html",1
Đang dùng s21fe thấy rất ok mà lại sọc màn.tính nếu lên thì cũng chỉ cần lên 24fe là ok vừa rẻ lại cũng gọi là nâng cấp,1
Nên mua s25 plus cũ ở TGDĐ không mng?,1
"FE chip yếu, pin lỏ, 14 nhỏ, 13-14tr mua iPhone 14 plus cũ ráng 15-17tr mua 15 plus cũ sẽ dùng lâu dài hơn",0
Nó chỉ đáng mua khi về 10tr thôi. Nó đẹp hơn nhưng 2400 vẫn hao điện và nóng. Mình dùng s23fe 2200 rất thất vọng nên cứ exynoss là mình né mà 2400 trên s24 và s24 plus cũng tệ và tốn pin nên tốt nhất dùng lâu dài k nên mua. Nhưng vòng đời của s25 fe dài hơn so với ip sẽ lâu hơn ip 13 14 có lẽ tầm 2 năm nữa nó sẽ như 11 và 12 bây giờ. Nóng và pin hẻo.,0
chỉ k thích mỗi cái vân tay thôi còn dùng ngon mà. game ổn hơn s24 fe rất nhiều,1
Sẽ có mấy con gà chọn ifan 😂,2
"Mình sẽ chọn samsung s25 ultra nha, 🎉🎉",2
Samsung còn bị sọc màn kh vậy mn ơi sợ quá,0
Anh ơi cho em hỏi e sài ip14prm lla dạo này từ lúc cập nhật ios 18. Vô chơi game bị tụt 5G lag không chơi được speed test thì vẫn lên cao nhưng cứ vô game là thấy tụt mạng rõ anh có cách khắc phục chỉ em với 😢,2
"ip14 nhỏ gọn, ổn định",2
"Mình đang dùng A56 và ip13, mình đang có ý định cho Mẹ mình dùng A56 và sẽ mua s25 fe. Dùng one ui thích thật nó tiện và đẹp.",2
"đang dùng s21fe với 14pro mà thấy nhiều cái vẫn thích dùng s21fe hơn thì s25fe với 14 thường chắc chắn tôi chọn s25fe , nhưng s21fe hay s25fe thì vẫn thích s21fe hơn vì nhỏ mà cầm thích tay hơn",1
"kbiet ae thế nào, chứ tôi xem youtube chắc 90% xem ở cái màn hình nhỏ nhỏ, gần như chả bao giờ xoay ngang :v",2
Turbo 4 pro có bị lỗi đa nhiệm ko anh ơi ví dụ như chơi game chờ load trận xog thoát ra lướt tik xong vô game lại có bị tải lại gane ko ạ momg anh giải đáp ạ chúc anh và gia đinh nhiều sức khỏe ❤❤❤,2
Sam sung toàn sọc màn .vứt!,0
